Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28079 Madrid;2807910 Madrid distrito 10;2807910185 Madrid sección 10185;Renta neta media por hogar;2023;36.568
28079 Madrid;2807910 Madrid distrito 10;2807910187 Madrid sección 10187;Renta neta media por hogar;2023;36.293
28079 Madrid;2807910 Madrid distrito 10;2807910188 Madrid sección 10188;Renta neta media por hogar;2023;36.326
28079 Madrid;2807910 Madrid distrito 10;2807910189 Madrid sección 10189;Renta neta media por hogar;2023;34.132
28079 Madrid;2807910 Madrid distrito 10;2807910190 Madrid sección 10190;Renta neta media por hogar;2023;32.237
28079 Madrid;2807910 Madrid distrito 10;2807910191 Madrid sección 10191;Renta neta media por hogar;2023;33.560
28079 Madrid;2807910 Madrid distrito 10;2807910192 Madrid sección 10192;Renta neta media por hogar;2023;39.747
28079 Madrid;2807910 Madrid distrito 10;2807910193 Madrid sección 10193;Renta neta media por hogar;2023;35.725
28079 Madrid;2807910 Madrid distrito 10;2807910194 Madrid sección 10194;Renta neta media por hogar;2023;38.277
28079 Madrid;2807910 Madrid distrito 10;2807910196 Madrid sección 10196;Renta neta media por hogar;2023;""
28079 Madrid;2807910 Madrid distrito 10;2807910197 Madrid sección 10197;Renta neta media por hogar;2023;46.124
28079 Madrid;2807910 Madrid distrito 10;2807910198 Madrid sección 10198;Renta neta media por hogar;2023;37.800
28079 Madrid;2807910 Madrid distrito 10;2807910199 Madrid sección 10199;Renta neta media por hogar;2023;37.235
28079 Madrid;2807910 Madrid distrito 10;2807910201 Madrid sección 10201;Renta neta media por hogar;2023;38.371
28079 Madrid;2807910 Madrid distrito 10;2807910202 Madrid sección 10202;Renta neta media por hogar;2023;42.842
28079 Madrid;2807910 Madrid distrito 10;2807910203 Madrid sección 10203;Renta neta media por hogar;2023;37.165
28079 Madrid;2807910 Madrid distrito 10;2807910204 Madrid sección 10204;Renta neta media por hogar;2023;35.114
28079 Madrid;2807910 Madrid distrito 10;2807910205 Madrid sección 10205;Renta neta media por hogar;2023;52.594
28079 Madrid;2807910 Madrid distrito 10;2807910206 Madrid sección 10206;Renta neta media por hogar;2023;54.099
28079 Madrid;2807910 Madrid distrito 10;2807910207 Madrid sección 10207;Renta neta media por hogar;2023;48.448
28079 Madrid;2807910 Madrid distrito 10;2807910209 Madrid sección 10209;Renta neta media por hogar;2023;41.890
28079 Madrid;2807910 Madrid distrito 10;2807910210 Madrid sección 10210;Renta neta media por hogar;2023;36.608
28079 Madrid;2807910 Madrid distrito 10;2807910211 Madrid sección 10211;Renta neta media por hogar;2023;42.793
28079 Madrid;2807910 Madrid distrito 10;2807910212 Madrid sección 10212;Renta neta media por hogar;2023;51.453
28079 Madrid;2807910 Madrid distrito 10;2807910213 Madrid sección 10213;Renta neta media por hogar;2023;55.169
28079 Madrid;2807910 Madrid distrito 10;2807910214 Madrid sección 10214;Renta neta media por hogar;2023;47.879
28079 Madrid;2807910 Madrid distrito 10;2807910215 Madrid sección 10215;Renta neta media por hogar;2023;52.102
28079 Madrid;2807910 Madrid distrito 10;2807910216 Madrid sección 10216;Renta neta media por hogar;2023;50.190
28079 Madrid;2807910 Madrid distrito 10;2807910217 Madrid sección 10217;Renta neta media por hogar;2023;41.520
28079 Madrid;2807910 Madrid distrito 10;2807910218 Madrid sección 10218;Renta neta media por hogar;2023;58.535
28079 Madrid;2807910 Madrid distrito 10;2807910219 Madrid sección 10219;Renta neta media por hogar;2023;46.632
28079 Madrid;2807910 Madrid distrito 10;2807910220 Madrid sección 10220;Renta neta media por hogar;2023;36.457
28079 Madrid;2807910 Madrid distrito 10;2807910221 Madrid sección 10221;Renta neta media por hogar;2023;48.151
28079 Madrid;2807910 Madrid distrito 10;2807910222 Madrid sección 10222;Renta neta media por hogar;2023;46.729
28079 Madrid;2807911 Madrid distrito 11;;Renta neta media por hogar;2023;36.350
28079 Madrid;2807911 Madrid distrito 11;2807911001 Madrid sección 11001;Renta neta media por hogar;2023;36.537
28079 Madrid;2807911 Madrid distrito 11;2807911002 Madrid sección 11002;Renta neta media por hogar;2023;39.953
28079 Madrid;2807911 Madrid distrito 11;2807911003 Madrid sección 11003;Renta neta media por hogar;2023;42.544
28079 Madrid;2807911 Madrid distrito 11;2807911004 Madrid sección 11004;Renta neta media por hogar;2023;42.885
28079 Madrid;2807911 Madrid distrito 11;2807911005 Madrid sección 11005;Renta neta media por hogar;2023;38.172
28079 Madrid;2807911 Madrid distrito 11;2807911006 Madrid sección 11006;Renta neta media por hogar;2023;36.658
28079 Madrid;2807911 Madrid distrito 11;2807911007 Madrid sección 11007;Renta neta media por hogar;2023;34.912
28079 Madrid;2807911 Madrid distrito 11;2807911010 Madrid sección 11010;Renta neta media por hogar;2023;39.641
28079 Madrid;2807911 Madrid distrito 11;2807911011 Madrid sección 11011;Renta neta media por hogar;2023;41.479
28079 Madrid;2807911 Madrid distrito 11;2807911012 Madrid sección 11012;Renta neta media por hogar;2023;33.890
28079 Madrid;2807911 Madrid distrito 11;2807911013 Madrid sección 11013;Renta neta media por hogar;2023;33.067
28079 Madrid;2807911 Madrid distrito 11;2807911015 Madrid sección 11015;Renta neta media por hogar;2023;34.836
28079 Madrid;2807911 Madrid distrito 11;2807911016 Madrid sección 11016;Renta neta media por hogar;2023;31.589
28079 Madrid;2807911 Madrid distrito 11;2807911017 Madrid sección 11017;Renta neta media por hogar;2023;28.301
28079 Madrid;2807911 Madrid distrito 11;2807911018 Madrid sección 11018;Renta neta media por hogar;2023;32.994
28079 Madrid;2807911 Madrid distrito 11;2807911019 Madrid sección 11019;Renta neta media por hogar;2023;40.273
28079 Madrid;2807911 Madrid distrito 11;2807911021 Madrid sección 11021;Renta neta media por hogar;2023;33.937
28079 Madrid;2807911 Madrid distrito 11;2807911022 Madrid sección 11022;Renta neta media por hogar;2023;38.112
28079 Madrid;2807911 Madrid distrito 11;2807911023 Madrid sección 11023;Renta neta media por hogar;2023;30.977
28079 Madrid;2807911 Madrid distrito 11;2807911024 Madrid sección 11024;Renta neta media por hogar;2023;32.854
28079 Madrid;2807911 Madrid distrito 11;2807911025 Madrid sección 11025;Renta neta media por hogar;2023;36.593
28079 Madrid;2807911 Madrid distrito 11;2807911026 Madrid sección 11026;Renta neta media por hogar;2023;35.714
28079 Madrid;2807911 Madrid distrito 11;2807911028 Madrid sección 11028;Renta neta media por hogar;2023;42.823
28079 Madrid;2807911 Madrid distrito 11;2807911029 Madrid sección 11029;Renta neta media por hogar;2023;35.337
28079 Madrid;2807911 Madrid distrito 11;2807911030 Madrid sección 11030;Renta neta media por hogar;2023;34.840
28079 Madrid;2807911 Madrid distrito 11;2807911031 Madrid sección 11031;Renta neta media por hogar;2023;39.580
28079 Madrid;2807911 Madrid distrito 11;2807911032 Madrid sección 11032;Renta neta media por hogar;2023;32.998
28079 Madrid;2807911 Madrid distrito 11;2807911033 Madrid sección 11033;Renta neta media por hogar;2023;34.655
28079 Madrid;2807911 Madrid distrito 11;2807911034 Madrid sección 11034;Renta neta media por hogar;2023;34.122
28079 Madrid;2807911 Madrid distrito 11;2807911035 Madrid sección 11035;Renta neta media por hogar;2023;36.467
28079 Madrid;2807911 Madrid distrito 11;2807911036 Madrid sección 11036;Renta neta media por hogar;2023;34.124
28079 Madrid;2807911 Madrid distrito 11;2807911037 Madrid sección 11037;Renta neta media por hogar;2023;32.834
28079 Madrid;2807911 Madrid distrito 11;2807911038 Madrid sección 11038;Renta neta media por hogar;2023;31.741
28079 Madrid;2807911 Madrid distrito 11;2807911039 Madrid sección 11039;Renta neta media por hogar;2023;39.387
28079 Madrid;2807911 Madrid distrito 11;2807911040 Madrid sección 11040;Renta neta media por hogar;2023;29.427
28079 Madrid;2807911 Madrid distrito 11;2807911041 Madrid sección 11041;Renta neta media por hogar;2023;31.307
28079 Madrid;2807911 Madrid distrito 11;2807911042 Madrid sección 11042;Renta neta media por hogar;2023;32.765
28079 Madrid;2807911 Madrid distrito 11;2807911043 Madrid sección 11043;Renta neta media por hogar;2023;37.411
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Renta neta media por hogar;2023;47.371
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Renta neta media por hogar;2023;42.759
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Renta neta media por hogar;2023;34.903
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Renta neta media por hogar;2023;35.705
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Renta neta media por hogar;2023;33.480
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Renta neta media por hogar;2023;41.548
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Renta neta media por hogar;2023;42.898
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Renta neta media por hogar;2023;43.143
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Renta neta media por hogar;2023;30.074
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Renta neta media por hogar;2023;30.591
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Renta neta media por hogar;2023;30.310
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Renta neta media por hogar;2023;32.109
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Renta neta media por hogar;2023;31.397
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Renta neta media por hogar;2023;30.677
28079 Madrid;2807911 Madrid distrito 11;2807911060 Madrid sección 11060;Renta neta media por hogar;2023;44.253
28079 Madrid;2807911 Madrid distrito 11;2807911061 Madrid sección 11061;Renta neta media por hogar;2023;33.006
28079 Madrid;2807911 Madrid distrito 11;2807911062 Madrid sección 11062;Renta neta media por hogar;2023;31.081
28079 Madrid;2807911 Madrid distrito 11;2807911063 Madrid sección 11063;Renta neta media por hogar;2023;33.240
28079 Madrid;2807911 Madrid distrito 11;2807911065 Madrid sección 11065;Renta neta media por hogar;2023;43.550
28079 Madrid;2807911 Madrid distrito 11;2807911066 Madrid sección 11066;Renta neta media por hogar;2023;""
28079 Madrid;2807911 Madrid distrito 11;2807911067 Madrid sección 11067;Renta neta media por hogar;2023;42.025
28079 Madrid;2807911 Madrid distrito 11;2807911068 Madrid sección 11068;Renta neta media por hogar;2023;31.859
28079 Madrid;2807911 Madrid distrito 11;2807911069 Madrid sección 11069;Renta neta media por hogar;2023;32.676
28079 Madrid;2807911 Madrid distrito 11;2807911070 Madrid sección 11070;Renta neta media por hogar;2023;33.113
28079 Madrid;2807911 Madrid distrito 11;2807911071 Madrid sección 11071;Renta neta media por hogar;2023;30.982
28079 Madrid;2807911 Madrid distrito 11;2807911072 Madrid sección 11072;Renta neta media por hogar;2023;29.742
28079 Madrid;2807911 Madrid distrito 11;2807911073 Madrid sección 11073;Renta neta media por hogar;2023;30.949
28079 Madrid;2807911 Madrid distrito 11;2807911074 Madrid sección 11074;Renta neta media por hogar;2023;30.879
28079 Madrid;2807911 Madrid distrito 11;2807911075 Madrid sección 11075;Renta neta media por hogar;2023;35.261
28079 Madrid;2807911 Madrid distrito 11;2807911078 Madrid sección 11078;Renta neta media por hogar;2023;33.277
28079 Madrid;2807911 Madrid distrito 11;2807911079 Madrid sección 11079;Renta neta media por hogar;2023;30.445
28079 Madrid;2807911 Madrid distrito 11;2807911080 Madrid sección 11080;Renta neta media por hogar;2023;31.768
28079 Madrid;2807911 Madrid distrito 11;2807911081 Madrid sección 11081;Renta neta media por hogar;2023;31.826
28079 Madrid;2807911 Madrid distrito 11;2807911082 Madrid sección 11082;Renta neta media por hogar;2023;32.087
28079 Madrid;2807911 Madrid distrito 11;2807911083 Madrid sección 11083;Renta neta media por hogar;2023;30.828
28079 Madrid;2807911 Madrid distrito 11;2807911084 Madrid sección 11084;Renta neta media por hogar;2023;""
28079 Madrid;2807911 Madrid distrito 11;2807911085 Madrid sección 11085;Renta neta media por hogar;2023;32.201
28079 Madrid;2807911 Madrid distrito 11;2807911086 Madrid sección 11086;Renta neta media por hogar;2023;31.034
28079 Madrid;2807911 Madrid distrito 11;2807911087 Madrid sección 11087;Renta neta media por hogar;2023;31.024
28079 Madrid;2807911 Madrid distrito 11;2807911088 Madrid sección 11088;Renta neta media por hogar;2023;32.284
28079 Madrid;2807911 Madrid distrito 11;2807911089 Madrid sección 11089;Renta neta media por hogar;2023;32.377
28079 Madrid;2807911 Madrid distrito 11;2807911091 Madrid sección 11091;Renta neta media por hogar;2023;30.782
28079 Madrid;2807911 Madrid distrito 11;2807911092 Madrid sección 11092;Renta neta media por hogar;2023;33.117
28079 Madrid;2807911 Madrid distrito 11;2807911093 Madrid sección 11093;Renta neta media por hogar;2023;42.629
28079 Madrid;2807911 Madrid distrito 11;2807911094 Madrid sección 11094;Renta neta media por hogar;2023;54.869
28079 Madrid;2807911 Madrid distrito 11;2807911095 Madrid sección 11095;Renta neta media por hogar;2023;47.023
28079 Madrid;2807911 Madrid distrito 11;2807911096 Madrid sección 11096;Renta neta media por hogar;2023;39.992
28079 Madrid;2807911 Madrid distrito 11;2807911097 Madrid sección 11097;Renta neta media por hogar;2023;36.538
28079 Madrid;2807911 Madrid distrito 11;2807911098 Madrid sección 11098;Renta neta media por hogar;2023;39.020
28079 Madrid;2807911 Madrid distrito 11;2807911099 Madrid sección 11099;Renta neta media por hogar;2023;39.422
28079 Madrid;2807911 Madrid distrito 11;2807911100 Madrid sección 11100;Renta neta media por hogar;2023;36.865
28079 Madrid;2807911 Madrid distrito 11;2807911101 Madrid sección 11101;Renta neta media por hogar;2023;35.544
28079 Madrid;2807911 Madrid distrito 11;2807911102 Madrid sección 11102;Renta neta media por hogar;2023;32.206
28079 Madrid;2807911 Madrid distrito 11;2807911103 Madrid sección 11103;Renta neta media por hogar;2023;32.870
28079 Madrid;2807911 Madrid distrito 11;2807911104 Madrid sección 11104;Renta neta media por hogar;2023;35.115
28079 Madrid;2807911 Madrid distrito 11;2807911105 Madrid sección 11105;Renta neta media por hogar;2023;31.869
28079 Madrid;2807911 Madrid distrito 11;2807911106 Madrid sección 11106;Renta neta media por hogar;2023;35.666
28079 Madrid;2807911 Madrid distrito 11;2807911107 Madrid sección 11107;Renta neta media por hogar;2023;37.752
28079 Madrid;2807911 Madrid distrito 11;2807911108 Madrid sección 11108;Renta neta media por hogar;2023;32.860
28079 Madrid;2807911 Madrid distrito 11;2807911109 Madrid sección 11109;Renta neta media por hogar;2023;30.182
28079 Madrid;2807911 Madrid distrito 11;2807911110 Madrid sección 11110;Renta neta media por hogar;2023;34.521
28079 Madrid;2807911 Madrid distrito 11;2807911111 Madrid sección 11111;Renta neta media por hogar;2023;33.122
28079 Madrid;2807911 Madrid distrito 11;2807911112 Madrid sección 11112;Renta neta media por hogar;2023;34.963
28079 Madrid;2807911 Madrid distrito 11;2807911113 Madrid sección 11113;Renta neta media por hogar;2023;34.807
28079 Madrid;2807911 Madrid distrito 11;2807911114 Madrid sección 11114;Renta neta media por hogar;2023;33.599
28079 Madrid;2807911 Madrid distrito 11;2807911115 Madrid sección 11115;Renta neta media por hogar;2023;32.926
28079 Madrid;2807911 Madrid distrito 11;2807911116 Madrid sección 11116;Renta neta media por hogar;2023;30.829
28079 Madrid;2807911 Madrid distrito 11;2807911117 Madrid sección 11117;Renta neta media por hogar;2023;30.427
28079 Madrid;2807911 Madrid distrito 11;2807911118 Madrid sección 11118;Renta neta media por hogar;2023;30.023
28079 Madrid;2807911 Madrid distrito 11;2807911119 Madrid sección 11119;Renta neta media por hogar;2023;31.828
28079 Madrid;2807911 Madrid distrito 11;2807911120 Madrid sección 11120;Renta neta media por hogar;2023;29.917
28079 Madrid;2807911 Madrid distrito 11;2807911121 Madrid sección 11121;Renta neta media por hogar;2023;29.289
28079 Madrid;2807911 Madrid distrito 11;2807911122 Madrid sección 11122;Renta neta media por hogar;2023;29.285
28079 Madrid;2807911 Madrid distrito 11;2807911123 Madrid sección 11123;Renta neta media por hogar;2023;36.355
28079 Madrid;2807911 Madrid distrito 11;2807911124 Madrid sección 11124;Renta neta media por hogar;2023;36.014
28079 Madrid;2807911 Madrid distrito 11;2807911125 Madrid sección 11125;Renta neta media por hogar;2023;37.992
