Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28079 Madrid;2807902 Madrid distrito 02;2807902007 Madrid sección 02007;Renta neta media por hogar;2023;60.223
28079 Madrid;2807902 Madrid distrito 02;2807902008 Madrid sección 02008;Renta neta media por hogar;2023;44.458
28079 Madrid;2807902 Madrid distrito 02;2807902009 Madrid sección 02009;Renta neta media por hogar;2023;63.202
28079 Madrid;2807902 Madrid distrito 02;2807902010 Madrid sección 02010;Renta neta media por hogar;2023;50.548
28079 Madrid;2807902 Madrid distrito 02;2807902011 Madrid sección 02011;Renta neta media por hogar;2023;64.801
28079 Madrid;2807902 Madrid distrito 02;2807902013 Madrid sección 02013;Renta neta media por hogar;2023;53.277
28079 Madrid;2807902 Madrid distrito 02;2807902014 Madrid sección 02014;Renta neta media por hogar;2023;44.144
28079 Madrid;2807902 Madrid distrito 02;2807902015 Madrid sección 02015;Renta neta media por hogar;2023;53.031
28079 Madrid;2807902 Madrid distrito 02;2807902016 Madrid sección 02016;Renta neta media por hogar;2023;66.756
28079 Madrid;2807902 Madrid distrito 02;2807902017 Madrid sección 02017;Renta neta media por hogar;2023;60.431
28079 Madrid;2807902 Madrid distrito 02;2807902018 Madrid sección 02018;Renta neta media por hogar;2023;67.889
28079 Madrid;2807902 Madrid distrito 02;2807902019 Madrid sección 02019;Renta neta media por hogar;2023;64.023
28079 Madrid;2807902 Madrid distrito 02;2807902020 Madrid sección 02020;Renta neta media por hogar;2023;56.017
28079 Madrid;2807902 Madrid distrito 02;2807902021 Madrid sección 02021;Renta neta media por hogar;2023;44.550
28079 Madrid;2807902 Madrid distrito 02;2807902022 Madrid sección 02022;Renta neta media por hogar;2023;38.444
28079 Madrid;2807902 Madrid distrito 02;2807902023 Madrid sección 02023;Renta neta media por hogar;2023;42.564
28079 Madrid;2807902 Madrid distrito 02;2807902024 Madrid sección 02024;Renta neta media por hogar;2023;47.068
28079 Madrid;2807902 Madrid distrito 02;2807902025 Madrid sección 02025;Renta neta media por hogar;2023;46.446
28079 Madrid;2807902 Madrid distrito 02;2807902026 Madrid sección 02026;Renta neta media por hogar;2023;44.504
28079 Madrid;2807902 Madrid distrito 02;2807902027 Madrid sección 02027;Renta neta media por hogar;2023;49.361
28079 Madrid;2807902 Madrid distrito 02;2807902028 Madrid sección 02028;Renta neta media por hogar;2023;30.786
28079 Madrid;2807902 Madrid distrito 02;2807902029 Madrid sección 02029;Renta neta media por hogar;2023;33.432
28079 Madrid;2807902 Madrid distrito 02;2807902030 Madrid sección 02030;Renta neta media por hogar;2023;47.401
28079 Madrid;2807902 Madrid distrito 02;2807902031 Madrid sección 02031;Renta neta media por hogar;2023;54.435
28079 Madrid;2807902 Madrid distrito 02;2807902032 Madrid sección 02032;Renta neta media por hogar;2023;50.505
28079 Madrid;2807902 Madrid distrito 02;2807902033 Madrid sección 02033;Renta neta media por hogar;2023;48.309
28079 Madrid;2807902 Madrid distrito 02;2807902034 Madrid sección 02034;Renta neta media por hogar;2023;53.139
28079 Madrid;2807902 Madrid distrito 02;2807902035 Madrid sección 02035;Renta neta media por hogar;2023;42.488
28079 Madrid;2807902 Madrid distrito 02;2807902036 Madrid sección 02036;Renta neta media por hogar;2023;45.911
28079 Madrid;2807902 Madrid distrito 02;2807902037 Madrid sección 02037;Renta neta media por hogar;2023;51.361
28079 Madrid;2807902 Madrid distrito 02;2807902038 Madrid sección 02038;Renta neta media por hogar;2023;42.601
28079 Madrid;2807902 Madrid distrito 02;2807902039 Madrid sección 02039;Renta neta media por hogar;2023;48.899
28079 Madrid;2807902 Madrid distrito 02;2807902040 Madrid sección 02040;Renta neta media por hogar;2023;43.436
28079 Madrid;2807902 Madrid distrito 02;2807902041 Madrid sección 02041;Renta neta media por hogar;2023;40.065
28079 Madrid;2807902 Madrid distrito 02;2807902042 Madrid sección 02042;Renta neta media por hogar;2023;43.329
28079 Madrid;2807902 Madrid distrito 02;2807902043 Madrid sección 02043;Renta neta media por hogar;2023;39.630
28079 Madrid;2807902 Madrid distrito 02;2807902044 Madrid sección 02044;Renta neta media por hogar;2023;43.740
28079 Madrid;2807902 Madrid distrito 02;2807902045 Madrid sección 02045;Renta neta media por hogar;2023;42.516
28079 Madrid;2807902 Madrid distrito 02;2807902046 Madrid sección 02046;Renta neta media por hogar;2023;33.303
28079 Madrid;2807902 Madrid distrito 02;2807902047 Madrid sección 02047;Renta neta media por hogar;2023;35.085
28079 Madrid;2807902 Madrid distrito 02;2807902048 Madrid sección 02048;Renta neta media por hogar;2023;42.348
28079 Madrid;2807902 Madrid distrito 02;2807902049 Madrid sección 02049;Renta neta media por hogar;2023;65.890
28079 Madrid;2807902 Madrid distrito 02;2807902050 Madrid sección 02050;Renta neta media por hogar;2023;37.885
28079 Madrid;2807902 Madrid distrito 02;2807902051 Madrid sección 02051;Renta neta media por hogar;2023;58.090
28079 Madrid;2807902 Madrid distrito 02;2807902052 Madrid sección 02052;Renta neta media por hogar;2023;65.739
28079 Madrid;2807902 Madrid distrito 02;2807902053 Madrid sección 02053;Renta neta media por hogar;2023;51.828
28079 Madrid;2807902 Madrid distrito 02;2807902054 Madrid sección 02054;Renta neta media por hogar;2023;44.924
28079 Madrid;2807902 Madrid distrito 02;2807902055 Madrid sección 02055;Renta neta media por hogar;2023;46.875
28079 Madrid;2807902 Madrid distrito 02;2807902056 Madrid sección 02056;Renta neta media por hogar;2023;44.391
28079 Madrid;2807902 Madrid distrito 02;2807902057 Madrid sección 02057;Renta neta media por hogar;2023;43.099
28079 Madrid;2807902 Madrid distrito 02;2807902058 Madrid sección 02058;Renta neta media por hogar;2023;40.509
28079 Madrid;2807902 Madrid distrito 02;2807902059 Madrid sección 02059;Renta neta media por hogar;2023;43.663
28079 Madrid;2807902 Madrid distrito 02;2807902060 Madrid sección 02060;Renta neta media por hogar;2023;49.928
28079 Madrid;2807902 Madrid distrito 02;2807902061 Madrid sección 02061;Renta neta media por hogar;2023;40.726
28079 Madrid;2807902 Madrid distrito 02;2807902062 Madrid sección 02062;Renta neta media por hogar;2023;40.885
28079 Madrid;2807902 Madrid distrito 02;2807902063 Madrid sección 02063;Renta neta media por hogar;2023;41.273
28079 Madrid;2807902 Madrid distrito 02;2807902064 Madrid sección 02064;Renta neta media por hogar;2023;44.551
28079 Madrid;2807902 Madrid distrito 02;2807902065 Madrid sección 02065;Renta neta media por hogar;2023;44.566
28079 Madrid;2807902 Madrid distrito 02;2807902066 Madrid sección 02066;Renta neta media por hogar;2023;54.711
28079 Madrid;2807902 Madrid distrito 02;2807902067 Madrid sección 02067;Renta neta media por hogar;2023;36.938
28079 Madrid;2807902 Madrid distrito 02;2807902068 Madrid sección 02068;Renta neta media por hogar;2023;35.586
28079 Madrid;2807902 Madrid distrito 02;2807902069 Madrid sección 02069;Renta neta media por hogar;2023;49.760
28079 Madrid;2807902 Madrid distrito 02;2807902070 Madrid sección 02070;Renta neta media por hogar;2023;45.098
28079 Madrid;2807902 Madrid distrito 02;2807902071 Madrid sección 02071;Renta neta media por hogar;2023;49.492
28079 Madrid;2807902 Madrid distrito 02;2807902072 Madrid sección 02072;Renta neta media por hogar;2023;46.688
28079 Madrid;2807902 Madrid distrito 02;2807902073 Madrid sección 02073;Renta neta media por hogar;2023;48.972
28079 Madrid;2807902 Madrid distrito 02;2807902074 Madrid sección 02074;Renta neta media por hogar;2023;45.160
28079 Madrid;2807902 Madrid distrito 02;2807902075 Madrid sección 02075;Renta neta media por hogar;2023;46.197
28079 Madrid;2807902 Madrid distrito 02;2807902077 Madrid sección 02077;Renta neta media por hogar;2023;42.844
28079 Madrid;2807902 Madrid distrito 02;2807902078 Madrid sección 02078;Renta neta media por hogar;2023;43.124
28079 Madrid;2807902 Madrid distrito 02;2807902079 Madrid sección 02079;Renta neta media por hogar;2023;45.294
28079 Madrid;2807902 Madrid distrito 02;2807902080 Madrid sección 02080;Renta neta media por hogar;2023;51.371
28079 Madrid;2807902 Madrid distrito 02;2807902081 Madrid sección 02081;Renta neta media por hogar;2023;48.042
28079 Madrid;2807902 Madrid distrito 02;2807902082 Madrid sección 02082;Renta neta media por hogar;2023;39.204
28079 Madrid;2807902 Madrid distrito 02;2807902083 Madrid sección 02083;Renta neta media por hogar;2023;55.698
28079 Madrid;2807902 Madrid distrito 02;2807902085 Madrid sección 02085;Renta neta media por hogar;2023;64.508
28079 Madrid;2807902 Madrid distrito 02;2807902086 Madrid sección 02086;Renta neta media por hogar;2023;50.943
28079 Madrid;2807902 Madrid distrito 02;2807902087 Madrid sección 02087;Renta neta media por hogar;2023;70.900
28079 Madrid;2807902 Madrid distrito 02;2807902088 Madrid sección 02088;Renta neta media por hogar;2023;48.060
28079 Madrid;2807902 Madrid distrito 02;2807902089 Madrid sección 02089;Renta neta media por hogar;2023;55.942
28079 Madrid;2807902 Madrid distrito 02;2807902090 Madrid sección 02090;Renta neta media por hogar;2023;55.256
28079 Madrid;2807902 Madrid distrito 02;2807902091 Madrid sección 02091;Renta neta media por hogar;2023;52.860
28079 Madrid;2807902 Madrid distrito 02;2807902092 Madrid sección 02092;Renta neta media por hogar;2023;53.603
28079 Madrid;2807902 Madrid distrito 02;2807902093 Madrid sección 02093;Renta neta media por hogar;2023;54.392
28079 Madrid;2807902 Madrid distrito 02;2807902094 Madrid sección 02094;Renta neta media por hogar;2023;81.034
28079 Madrid;2807902 Madrid distrito 02;2807902095 Madrid sección 02095;Renta neta media por hogar;2023;65.070
28079 Madrid;2807902 Madrid distrito 02;2807902096 Madrid sección 02096;Renta neta media por hogar;2023;83.462
28079 Madrid;2807902 Madrid distrito 02;2807902097 Madrid sección 02097;Renta neta media por hogar;2023;65.210
28079 Madrid;2807902 Madrid distrito 02;2807902098 Madrid sección 02098;Renta neta media por hogar;2023;63.180
28079 Madrid;2807902 Madrid distrito 02;2807902099 Madrid sección 02099;Renta neta media por hogar;2023;62.219
28079 Madrid;2807902 Madrid distrito 02;2807902100 Madrid sección 02100;Renta neta media por hogar;2023;62.199
28079 Madrid;2807902 Madrid distrito 02;2807902101 Madrid sección 02101;Renta neta media por hogar;2023;71.639
28079 Madrid;2807902 Madrid distrito 02;2807902102 Madrid sección 02102;Renta neta media por hogar;2023;69.522
28079 Madrid;2807902 Madrid distrito 02;2807902103 Madrid sección 02103;Renta neta media por hogar;2023;70.972
28079 Madrid;2807902 Madrid distrito 02;2807902104 Madrid sección 02104;Renta neta media por hogar;2023;66.863
28079 Madrid;2807902 Madrid distrito 02;2807902105 Madrid sección 02105;Renta neta media por hogar;2023;60.354
28079 Madrid;2807902 Madrid distrito 02;2807902106 Madrid sección 02106;Renta neta media por hogar;2023;65.342
28079 Madrid;2807902 Madrid distrito 02;2807902107 Madrid sección 02107;Renta neta media por hogar;2023;74.720
28079 Madrid;2807902 Madrid distrito 02;2807902108 Madrid sección 02108;Renta neta media por hogar;2023;72.177
28079 Madrid;2807902 Madrid distrito 02;2807902109 Madrid sección 02109;Renta neta media por hogar;2023;59.829
28079 Madrid;2807902 Madrid distrito 02;2807902110 Madrid sección 02110;Renta neta media por hogar;2023;72.262
28079 Madrid;2807902 Madrid distrito 02;2807902111 Madrid sección 02111;Renta neta media por hogar;2023;59.130
28079 Madrid;2807902 Madrid distrito 02;2807902112 Madrid sección 02112;Renta neta media por hogar;2023;65.751
28079 Madrid;2807902 Madrid distrito 02;2807902113 Madrid sección 02113;Renta neta media por hogar;2023;83.281
28079 Madrid;2807902 Madrid distrito 02;2807902114 Madrid sección 02114;Renta neta media por hogar;2023;59.685
28079 Madrid;2807903 Madrid distrito 03;;Renta neta media por hogar;2023;64.787
28079 Madrid;2807903 Madrid distrito 03;2807903001 Madrid sección 03001;Renta neta media por hogar;2023;73.700
28079 Madrid;2807903 Madrid distrito 03;2807903002 Madrid sección 03002;Renta neta media por hogar;2023;46.034
28079 Madrid;2807903 Madrid distrito 03;2807903003 Madrid sección 03003;Renta neta media por hogar;2023;56.726
28079 Madrid;2807903 Madrid distrito 03;2807903004 Madrid sección 03004;Renta neta media por hogar;2023;45.557
28079 Madrid;2807903 Madrid distrito 03;2807903005 Madrid sección 03005;Renta neta media por hogar;2023;42.189
28079 Madrid;2807903 Madrid distrito 03;2807903006 Madrid sección 03006;Renta neta media por hogar;2023;54.009
28079 Madrid;2807903 Madrid distrito 03;2807903007 Madrid sección 03007;Renta neta media por hogar;2023;36.702
28079 Madrid;2807903 Madrid distrito 03;2807903008 Madrid sección 03008;Renta neta media por hogar;2023;47.726
28079 Madrid;2807903 Madrid distrito 03;2807903009 Madrid sección 03009;Renta neta media por hogar;2023;52.080
28079 Madrid;2807903 Madrid distrito 03;2807903010 Madrid sección 03010;Renta neta media por hogar;2023;53.967
28079 Madrid;2807903 Madrid distrito 03;2807903011 Madrid sección 03011;Renta neta media por hogar;2023;47.981
28079 Madrid;2807903 Madrid distrito 03;2807903012 Madrid sección 03012;Renta neta media por hogar;2023;55.925
28079 Madrid;2807903 Madrid distrito 03;2807903013 Madrid sección 03013;Renta neta media por hogar;2023;51.460
28079 Madrid;2807903 Madrid distrito 03;2807903014 Madrid sección 03014;Renta neta media por hogar;2023;54.371
28079 Madrid;2807903 Madrid distrito 03;2807903015 Madrid sección 03015;Renta neta media por hogar;2023;45.043
28079 Madrid;2807903 Madrid distrito 03;2807903016 Madrid sección 03016;Renta neta media por hogar;2023;35.779
28079 Madrid;2807903 Madrid distrito 03;2807903017 Madrid sección 03017;Renta neta media por hogar;2023;53.831
28079 Madrid;2807903 Madrid distrito 03;2807903018 Madrid sección 03018;Renta neta media por hogar;2023;43.153
28079 Madrid;2807903 Madrid distrito 03;2807903019 Madrid sección 03019;Renta neta media por hogar;2023;58.751
28079 Madrid;2807903 Madrid distrito 03;2807903020 Madrid sección 03020;Renta neta media por hogar;2023;45.392
28079 Madrid;2807903 Madrid distrito 03;2807903021 Madrid sección 03021;Renta neta media por hogar;2023;49.218
28079 Madrid;2807903 Madrid distrito 03;2807903022 Madrid sección 03022;Renta neta media por hogar;2023;37.013
28079 Madrid;2807903 Madrid distrito 03;2807903023 Madrid sección 03023;Renta neta media por hogar;2023;46.530
28079 Madrid;2807903 Madrid distrito 03;2807903024 Madrid sección 03024;Renta neta media por hogar;2023;49.861
28079 Madrid;2807903 Madrid distrito 03;2807903025 Madrid sección 03025;Renta neta media por hogar;2023;44.602
28079 Madrid;2807903 Madrid distrito 03;2807903026 Madrid sección 03026;Renta neta media por hogar;2023;50.028
28079 Madrid;2807903 Madrid distrito 03;2807903027 Madrid sección 03027;Renta neta media por hogar;2023;42.707
28079 Madrid;2807903 Madrid distrito 03;2807903028 Madrid sección 03028;Renta neta media por hogar;2023;56.896
28079 Madrid;2807903 Madrid distrito 03;2807903029 Madrid sección 03029;Renta neta media por hogar;2023;70.177
28079 Madrid;2807903 Madrid distrito 03;2807903030 Madrid sección 03030;Renta neta media por hogar;2023;84.223
28079 Madrid;2807903 Madrid distrito 03;2807903031 Madrid sección 03031;Renta neta media por hogar;2023;57.922
28079 Madrid;2807903 Madrid distrito 03;2807903032 Madrid sección 03032;Renta neta media por hogar;2023;59.809
28079 Madrid;2807903 Madrid distrito 03;2807903033 Madrid sección 03033;Renta neta media por hogar;2023;55.349
28079 Madrid;2807903 Madrid distrito 03;2807903034 Madrid sección 03034;Renta neta media por hogar;2023;71.145
28079 Madrid;2807903 Madrid distrito 03;2807903035 Madrid sección 03035;Renta neta media por hogar;2023;67.399
28079 Madrid;2807903 Madrid distrito 03;2807903036 Madrid sección 03036;Renta neta media por hogar;2023;77.600
28079 Madrid;2807903 Madrid distrito 03;2807903037 Madrid sección 03037;Renta neta media por hogar;2023;82.879
28079 Madrid;2807903 Madrid distrito 03;2807903038 Madrid sección 03038;Renta neta media por hogar;2023;78.555
28079 Madrid;2807903 Madrid distrito 03;2807903039 Madrid sección 03039;Renta neta media por hogar;2023;85.899
28079 Madrid;2807903 Madrid distrito 03;2807903040 Madrid sección 03040;Renta neta media por hogar;2023;89.160
28079 Madrid;2807903 Madrid distrito 03;2807903041 Madrid sección 03041;Renta neta media por hogar;2023;64.327
28079 Madrid;2807903 Madrid distrito 03;2807903042 Madrid sección 03042;Renta neta media por hogar;2023;63.584
28079 Madrid;2807903 Madrid distrito 03;2807903044 Madrid sección 03044;Renta neta media por hogar;2023;64.651
28079 Madrid;2807903 Madrid distrito 03;2807903045 Madrid sección 03045;Renta neta media por hogar;2023;72.820
28079 Madrid;2807903 Madrid distrito 03;2807903046 Madrid sección 03046;Renta neta media por hogar;2023;81.237
28079 Madrid;2807903 Madrid distrito 03;2807903047 Madrid sección 03047;Renta neta media por hogar;2023;60.480
28079 Madrid;2807903 Madrid distrito 03;2807903048 Madrid sección 03048;Renta neta media por hogar;2023;63.822
28079 Madrid;2807903 Madrid distrito 03;2807903049 Madrid sección 03049;Renta neta media por hogar;2023;65.207
28079 Madrid;2807903 Madrid distrito 03;2807903050 Madrid sección 03050;Renta neta media por hogar;2023;54.190
28079 Madrid;2807903 Madrid distrito 03;2807903051 Madrid sección 03051;Renta neta media por hogar;2023;64.333
28079 Madrid;2807903 Madrid distrito 03;2807903052 Madrid sección 03052;Renta neta media por hogar;2023;58.553
28079 Madrid;2807903 Madrid distrito 03;2807903053 Madrid sección 03053;Renta neta media por hogar;2023;51.667
28079 Madrid;2807903 Madrid distrito 03;2807903054 Madrid sección 03054;Renta neta media por hogar;2023;68.683
28079 Madrid;2807903 Madrid distrito 03;2807903055 Madrid sección 03055;Renta neta media por hogar;2023;41.374
28079 Madrid;2807903 Madrid distrito 03;2807903056 Madrid sección 03056;Renta neta media por hogar;2023;67.080
28079 Madrid;2807903 Madrid distrito 03;2807903057 Madrid sección 03057;Renta neta media por hogar;2023;68.199
28079 Madrid;2807903 Madrid distrito 03;2807903058 Madrid sección 03058;Renta neta media por hogar;2023;50.872
28079 Madrid;2807903 Madrid distrito 03;2807903059 Madrid sección 03059;Renta neta media por hogar;2023;58.687
28079 Madrid;2807903 Madrid distrito 03;2807903060 Madrid sección 03060;Renta neta media por hogar;2023;69.838
28079 Madrid;2807903 Madrid distrito 03;2807903061 Madrid sección 03061;Renta neta media por hogar;2023;42.251
28079 Madrid;2807903 Madrid distrito 03;2807903062 Madrid sección 03062;Renta neta media por hogar;2023;""
28079 Madrid;2807903 Madrid distrito 03;2807903063 Madrid sección 03063;Renta neta media por hogar;2023;69.660
28079 Madrid;2807903 Madrid distrito 03;2807903064 Madrid sección 03064;Renta neta media por hogar;2023;72.408
28079 Madrid;2807903 Madrid distrito 03;2807903065 Madrid sección 03065;Renta neta media por hogar;2023;72.270
28079 Madrid;2807903 Madrid distrito 03;2807903066 Madrid sección 03066;Renta neta media por hogar;2023;70.448
28079 Madrid;2807903 Madrid distrito 03;2807903067 Madrid sección 03067;Renta neta media por hogar;2023;82.466
28079 Madrid;2807903 Madrid distrito 03;2807903069 Madrid sección 03069;Renta neta media por hogar;2023;104.774
28079 Madrid;2807903 Madrid distrito 03;2807903070 Madrid sección 03070;Renta neta media por hogar;2023;104.774
28079 Madrid;2807903 Madrid distrito 03;2807903071 Madrid sección 03071;Renta neta media por hogar;2023;104.774
28079 Madrid;2807903 Madrid distrito 03;2807903073 Madrid sección 03073;Renta neta media por hogar;2023;66.509
28079 Madrid;2807903 Madrid distrito 03;2807903074 Madrid sección 03074;Renta neta media por hogar;2023;67.057
28079 Madrid;2807903 Madrid distrito 03;2807903076 Madrid sección 03076;Renta neta media por hogar;2023;75.629
28079 Madrid;2807903 Madrid distrito 03;2807903077 Madrid sección 03077;Renta neta media por hogar;2023;92.349
28079 Madrid;2807903 Madrid distrito 03;2807903078 Madrid sección 03078;Renta neta media por hogar;2023;80.051
28079 Madrid;2807903 Madrid distrito 03;2807903079 Madrid sección 03079;Renta neta media por hogar;2023;53.822
28079 Madrid;2807903 Madrid distrito 03;2807903080 Madrid sección 03080;Renta neta media por hogar;2023;91.065
28079 Madrid;2807903 Madrid distrito 03;2807903081 Madrid sección 03081;Renta neta media por hogar;2023;104.774
28079 Madrid;2807903 Madrid distrito 03;2807903082 Madrid sección 03082;Renta neta media por hogar;2023;104.774
28079 Madrid;2807903 Madrid distrito 03;2807903084 Madrid sección 03084;Renta neta media por hogar;2023;81.514
28079 Madrid;2807903 Madrid distrito 03;2807903085 Madrid sección 03085;Renta neta media por hogar;2023;92.232
28079 Madrid;2807903 Madrid distrito 03;2807903086 Madrid sección 03086;Renta neta media por hogar;2023;65.800
28079 Madrid;2807903 Madrid distrito 03;2807903087 Madrid sección 03087;Renta neta media por hogar;2023;87.035
28079 Madrid;2807903 Madrid distrito 03;2807903088 Madrid sección 03088;Renta neta media por hogar;2023;55.996
28079 Madrid;2807903 Madrid distrito 03;2807903089 Madrid sección 03089;Renta neta media por hogar;2023;71.539
28079 Madrid;2807903 Madrid distrito 03;2807903090 Madrid sección 03090;Renta neta media por hogar;2023;81.658
28079 Madrid;2807903 Madrid distrito 03;2807903091 Madrid sección 03091;Renta neta media por hogar;2023;83.085
28079 Madrid;2807903 Madrid distrito 03;2807903092 Madrid sección 03092;Renta neta media por hogar;2023;79.989
28079 Madrid;2807903 Madrid distrito 03;2807903093 Madrid sección 03093;Renta neta media por hogar;2023;83.188
28079 Madrid;2807903 Madrid distrito 03;2807903094 Madrid sección 03094;Renta neta media por hogar;2023;82.593
28079 Madrid;2807903 Madrid distrito 03;2807903095 Madrid sección 03095;Renta neta media por hogar;2023;66.469
28079 Madrid;2807903 Madrid distrito 03;2807903096 Madrid sección 03096;Renta neta media por hogar;2023;68.785
28079 Madrid;2807903 Madrid distrito 03;2807903097 Madrid sección 03097;Renta neta media por hogar;2023;57.221
28079 Madrid;2807903 Madrid distrito 03;2807903098 Madrid sección 03098;Renta neta media por hogar;2023;49.968
28079 Madrid;2807903 Madrid distrito 03;2807903099 Madrid sección 03099;Renta neta media por hogar;2023;49.679
28079 Madrid;2807903 Madrid distrito 03;2807903100 Madrid sección 03100;Renta neta media por hogar;2023;62.287
28079 Madrid;2807903 Madrid distrito 03;2807903101 Madrid sección 03101;Renta neta media por hogar;2023;70.473
28079 Madrid;2807904 Madrid distrito 04;;Renta neta media por hogar;2023;69.147
28079 Madrid;2807904 Madrid distrito 04;2807904001 Madrid sección 04001;Renta neta media por hogar;2023;92.903
28079 Madrid;2807904 Madrid distrito 04;2807904002 Madrid sección 04002;Renta neta media por hogar;2023;104.774
28079 Madrid;2807904 Madrid distrito 04;2807904003 Madrid sección 04003;Renta neta media por hogar;2023;97.376
28079 Madrid;2807904 Madrid distrito 04;2807904004 Madrid sección 04004;Renta neta media por hogar;2023;98.291
28079 Madrid;2807904 Madrid distrito 04;2807904005 Madrid sección 04005;Renta neta media por hogar;2023;104.774
28079 Madrid;2807904 Madrid distrito 04;2807904006 Madrid sección 04006;Renta neta media por hogar;2023;95.010
28079 Madrid;2807904 Madrid distrito 04;2807904007 Madrid sección 04007;Renta neta media por hogar;2023;96.120
28079 Madrid;2807904 Madrid distrito 04;2807904008 Madrid sección 04008;Renta neta media por hogar;2023;65.109
28079 Madrid;2807904 Madrid distrito 04;2807904009 Madrid sección 04009;Renta neta media por hogar;2023;104.217
28079 Madrid;2807904 Madrid distrito 04;2807904010 Madrid sección 04010;Renta neta media por hogar;2023;104.774
28079 Madrid;2807904 Madrid distrito 04;2807904011 Madrid sección 04011;Renta neta media por hogar;2023;94.890
28079 Madrid;2807904 Madrid distrito 04;2807904012 Madrid sección 04012;Renta neta media por hogar;2023;99.665
28079 Madrid;2807904 Madrid distrito 04;2807904013 Madrid sección 04013;Renta neta media por hogar;2023;95.931
28079 Madrid;2807904 Madrid distrito 04;2807904014 Madrid sección 04014;Renta neta media por hogar;2023;86.897
28079 Madrid;2807904 Madrid distrito 04;2807904015 Madrid sección 04015;Renta neta media por hogar;2023;82.065
28079 Madrid;2807904 Madrid distrito 04;2807904016 Madrid sección 04016;Renta neta media por hogar;2023;74.613
28079 Madrid;2807904 Madrid distrito 04;2807904017 Madrid sección 04017;Renta neta media por hogar;2023;65.727
28079 Madrid;2807904 Madrid distrito 04;2807904018 Madrid sección 04018;Renta neta media por hogar;2023;65.515
28079 Madrid;2807904 Madrid distrito 04;2807904019 Madrid sección 04019;Renta neta media por hogar;2023;67.492
28079 Madrid;2807904 Madrid distrito 04;2807904020 Madrid sección 04020;Renta neta media por hogar;2023;61.558
28079 Madrid;2807904 Madrid distrito 04;2807904021 Madrid sección 04021;Renta neta media por hogar;2023;60.819
28079 Madrid;2807904 Madrid distrito 04;2807904023 Madrid sección 04023;Renta neta media por hogar;2023;68.389
28079 Madrid;2807904 Madrid distrito 04;2807904024 Madrid sección 04024;Renta neta media por hogar;2023;47.107
28079 Madrid;2807904 Madrid distrito 04;2807904025 Madrid sección 04025;Renta neta media por hogar;2023;52.290
28079 Madrid;2807904 Madrid distrito 04;2807904026 Madrid sección 04026;Renta neta media por hogar;2023;63.419
28079 Madrid;2807904 Madrid distrito 04;2807904027 Madrid sección 04027;Renta neta media por hogar;2023;55.744
28079 Madrid;2807904 Madrid distrito 04;2807904028 Madrid sección 04028;Renta neta media por hogar;2023;56.842
28079 Madrid;2807904 Madrid distrito 04;2807904029 Madrid sección 04029;Renta neta media por hogar;2023;75.462
28079 Madrid;2807904 Madrid distrito 04;2807904030 Madrid sección 04030;Renta neta media por hogar;2023;75.735
28079 Madrid;2807904 Madrid distrito 04;2807904031 Madrid sección 04031;Renta neta media por hogar;2023;83.923
28079 Madrid;2807904 Madrid distrito 04;2807904032 Madrid sección 04032;Renta neta media por hogar;2023;51.734
28079 Madrid;2807904 Madrid distrito 04;2807904033 Madrid sección 04033;Renta neta media por hogar;2023;59.938
28079 Madrid;2807904 Madrid distrito 04;2807904034 Madrid sección 04034;Renta neta media por hogar;2023;65.370
28079 Madrid;2807904 Madrid distrito 04;2807904035 Madrid sección 04035;Renta neta media por hogar;2023;61.709
28079 Madrid;2807904 Madrid distrito 04;2807904036 Madrid sección 04036;Renta neta media por hogar;2023;71.284
28079 Madrid;2807904 Madrid distrito 04;2807904037 Madrid sección 04037;Renta neta media por hogar;2023;58.597
28079 Madrid;2807904 Madrid distrito 04;2807904038 Madrid sección 04038;Renta neta media por hogar;2023;60.850
28079 Madrid;2807904 Madrid distrito 04;2807904039 Madrid sección 04039;Renta neta media por hogar;2023;67.740
28079 Madrid;2807904 Madrid distrito 04;2807904040 Madrid sección 04040;Renta neta media por hogar;2023;74.310
28079 Madrid;2807904 Madrid distrito 04;2807904041 Madrid sección 04041;Renta neta media por hogar;2023;59.134
28079 Madrid;2807904 Madrid distrito 04;2807904042 Madrid sección 04042;Renta neta media por hogar;2023;104.774
28079 Madrid;2807904 Madrid distrito 04;2807904043 Madrid sección 04043;Renta neta media por hogar;2023;76.156
28079 Madrid;2807904 Madrid distrito 04;2807904044 Madrid sección 04044;Renta neta media por hogar;2023;73.524
28079 Madrid;2807904 Madrid distrito 04;2807904045 Madrid sección 04045;Renta neta media por hogar;2023;48.572
28079 Madrid;2807904 Madrid distrito 04;2807904046 Madrid sección 04046;Renta neta media por hogar;2023;57.919
28079 Madrid;2807904 Madrid distrito 04;2807904047 Madrid sección 04047;Renta neta media por hogar;2023;54.295
28079 Madrid;2807904 Madrid distrito 04;2807904048 Madrid sección 04048;Renta neta media por hogar;2023;50.055
28079 Madrid;2807904 Madrid distrito 04;2807904049 Madrid sección 04049;Renta neta media por hogar;2023;46.944
28079 Madrid;2807904 Madrid distrito 04;2807904050 Madrid sección 04050;Renta neta media por hogar;2023;50.050
28079 Madrid;2807904 Madrid distrito 04;2807904051 Madrid sección 04051;Renta neta media por hogar;2023;47.478
28079 Madrid;2807904 Madrid distrito 04;2807904052 Madrid sección 04052;Renta neta media por hogar;2023;51.606
